time_ms,position_step,position_deg,target_step
5000,1,0.000,5800
5005,3,0.000,5800
5010,6,0.000,5800
5015,10,0.150,5800
5020,14,0.150,5800
5025,20,0.150,5800
5030,27,0.450,5800
5035,33,0.600,5800
5040,40,0.750,5800
5045,49,0.900,5800
5050,59,1.050,5800
5055,68,1.200,5800
5060,78,1.500,5800
5065,90,1.650,5800
5070,102,1.950,5800
5075,114,2.100,5800
5080,127,2.400,5800
5085,141,2.700,5800
5090,155,2.850,5800
5095,170,3.150,5800
5100,186,3.300,5800
5105,204,3.600,5800
5110,223,4.050,5800
5115,239,4.350,5800
5120,256,4.500,5800
5125,274,4.650,5800
5130,293,4.800,5800
5135,310,5.100,5800
5140,327,5.250,5800
5145,346,5.400,5800
5150,366,5.550,5800
5155,382,5.700,5800
5160,399,5.850,5800
5165,414,5.700,5800
5170,431,5.700,5800
5175,447,5.700,5800
5180,464,5.700,5800
5185,482,5.550,5800
5190,501,5.550,5800
5195,518,5.550,5800
5200,540,5.550,5800
5205,560,5.400,5800
5210,576,5.250,5800
5215,590,5.100,5800
5220,610,4.800,5800
5225,628,4.650,5800
5230,645,4.500,5800
5235,661,4.200,5800
5240,679,3.900,5800
5245,694,3.600,5800
5250,712,3.300,5800
5255,729,3.000,5800
5260,748,2.700,5800
5265,765,2.400,5800
5270,784,2.100,5800
5275,801,1.800,5800
5280,815,1.350,5800
5285,832,0.900,5800
5290,850,0.600,5800
5295,869,0.300,5800
5300,889,0.000,5800
5305,904,-0.300,5800
5310,920,-0.750,5800
5315,936,-1.200,5800
5320,953,-1.500,5800
5325,970,-1.950,5800
5330,985,-2.250,5800
5335,1001,-2.700,5800
5340,1019,-3.000,5800
5345,1034,-3.300,5800
5350,1049,-3.600,5800
5355,1065,-3.900,5800
5360,1080,-4.200,5800
5365,1098,-4.500,5800
5370,1114,-4.800,5800
5375,1130,-4.950,5800
5380,1147,-5.100,5800
5385,1159,-5.400,5800
5390,1174,-5.550,5800
5395,1191,-5.700,5800
5400,1210,-5.850,5800
5405,1227,-5.850,5800
5410,1242,-5.850,5800
5415,1256,-6.000,5800
5420,1275,-6.000,5800
5425,1290,-6.000,5800
5430,1309,-6.000,5800
5435,1326,-5.850,5800
5440,1343,-5.700,5800
5445,1357,-5.550,5800
5450,1376,-5.400,5800
5455,1391,-5.250,5800
5460,1408,-5.100,5800
5465,1424,-4.950,5800
5470,1442,-4.650,5800
5475,1457,-4.500,5800
5480,1475,-4.200,5800
5485,1490,-4.050,5800
5490,1505,-3.750,5800
5495,1524,-3.450,5800
5500,1543,-3.150,5800
5505,1557,-2.700,5800
5510,1574,-2.400,5800
5515,1591,-2.100,5800
5520,1607,-1.800,5800
5525,1626,-1.500,5800
5530,1642,-1.050,5800
5535,1659,-0.600,5800
5540,1676,-0.300,5800
5545,1691,0.000,5800
5550,1710,0.450,5800
5555,1727,0.750,5800
5560,1745,1.200,5800
5565,1764,1.500,5800
5570,1780,1.950,5800
5575,1802,2.400,5800
5580,1819,2.700,5800
5585,1834,3.000,5800
5590,1847,3.300,5800
5595,1867,3.450,5800
5600,1886,3.750,5800
5605,1902,4.200,5800
5610,1920,4.500,5800
5615,1939,4.650,5800
5620,1957,4.800,5800
5625,1976,5.100,5800
5630,1993,5.400,5800
5635,2010,5.550,5800
5640,2022,5.550,5800
5645,2036,5.550,5800
5650,2052,5.550,5800
5655,2068,5.700,5800
5660,2087,5.700,5800
5665,2102,5.700,5800
5670,2120,5.700,5800
5675,2136,5.700,5800
5680,2152,5.550,5800
5685,2171,5.400,5800
5690,2186,5.400,5800
5695,2204,5.250,5800
5700,2221,5.100,5800
5705,2238,4.950,5800
5710,2254,4.800,5800
5715,2271,4.650,5800
5720,2284,4.350,5800
5725,2301,4.050,5800
5730,2318,3.750,5800
5735,2333,3.450,5800
5740,2353,3.300,5800
5745,2366,3.000,5800
5750,2381,2.700,5800
5755,2392,2.250,5800
5760,2411,1.800,5800
5765,2426,1.350,5800
5770,2446,1.050,5800
5775,2461,0.900,5800
5780,2477,0.600,5800
5785,2491,0.150,5800
5790,2502,-0.300,5800
5795,2520,-0.750,5800
5800,2538,-1.200,5800
5805,2556,-1.350,5800
5810,2575,-1.650,5800
5815,2594,-1.950,5800
5820,2612,-2.250,5800
5825,2631,-2.550,5800
5830,2652,-2.700,5800
5835,2667,-2.850,5800
5840,2685,-3.150,5800
5845,2704,-3.450,5800
5850,2719,-3.750,5800
5855,2739,-3.900,5800
5860,2758,-4.050,5800
5865,2781,-4.050,5800
5870,2804,-4.050,5800
5875,2827,-4.050,5800
5880,2850,-4.050,5800
5885,2872,-4.050,5800
5890,2895,-4.050,5800
5895,2917,-4.050,5800
5900,2940,-3.900,5800
5905,2959,-3.750,5800
5910,2978,-3.750,5800
5915,2997,-3.900,5800
5920,3016,-3.900,5800
5925,3036,-3.750,5800
5930,3058,-3.750,5800
5935,3081,-3.450,5800
5940,3104,-3.300,5800
5945,3124,-3.000,5800
5950,3147,-2.850,5800
5955,3170,-2.700,5800
5960,3191,-2.400,5800
5965,3211,-2.250,5800
5970,3228,-2.100,5800
5975,3245,-2.100,5800
5980,3265,-1.950,5800
5985,3283,-1.800,5800
5990,3301,-1.650,5800
5995,3319,-1.350,5800
6000,3337,-1.200,5800
6005,3354,-1.050,5800
6010,3373,-0.900,5800
6015,3387,-0.750,5800
6020,3405,-0.600,5800
6025,3423,-0.450,5800
6030,3442,-0.150,5800
6035,3459,0.000,5800
6040,3479,0.150,5800
6045,3498,0.450,5800
6050,3517,0.600,5800
6055,3535,0.900,5800
6060,3553,1.050,5800
6065,3569,1.200,5800
6070,3587,1.350,5800
6075,3608,1.500,5800
6080,3628,1.800,5800
6085,3645,1.950,5800
6090,3667,2.250,5800
6095,3684,2.250,5800
6100,3699,2.400,5800
6105,3719,2.400,5800
6110,3730,2.550,5800
6115,3749,2.550,5800
6120,3767,2.550,5800
6125,3786,2.700,5800
6130,3806,2.850,5800
6135,3824,3.000,5800
6140,3841,3.000,5800
6145,3858,2.850,5800
6150,3877,2.850,5800
6155,3893,2.850,5800
6160,3911,3.000,5800
6165,3930,2.850,5800
6170,3951,2.850,5800
6175,3968,2.850,5800
6180,3987,2.850,5800
6185,4006,2.850,5800
6190,4026,2.700,5800
6195,4046,2.700,5800
6200,4066,2.700,5800
6205,4085,2.550,5800
6210,4107,2.550,5800
6215,4130,2.550,5800
6220,4153,2.550,5800
6225,4176,2.550,5800
6230,4197,2.400,5800
6235,4220,2.400,5800
6240,4241,2.250,5800
6245,4264,2.100,5800
6250,4287,2.100,5800
6255,4310,2.100,5800
6260,4333,1.950,5800
6265,4356,1.800,5800
6270,4379,1.800,5800
6275,4402,1.650,5800
6280,4425,1.500,5800
6285,4448,1.350,5800
6290,4472,1.200,5800
6295,4495,1.200,5800
6300,4517,1.050,5800
6305,4540,0.900,5800
6310,4563,0.750,5800
6315,4586,0.600,5800
6320,4609,0.450,5800
6325,4632,0.300,5800
6330,4655,0.150,5800
6335,4678,0.000,5800
6340,4701,-0.150,5800
6345,4723,-0.300,5800
6350,4746,-0.450,5800
6355,4769,-0.600,5800
6360,4789,-0.750,5800
6365,4810,-1.050,5800
6370,4830,-1.200,5800
6375,4849,-1.350,5800
6380,4872,-1.650,5800
6385,4895,-1.650,5800
6390,4914,-1.800,5800
6395,4937,-1.950,5800
6400,4959,-2.100,5800
6405,4981,-2.250,5800
6410,5003,-2.250,5800
6415,5026,-2.250,5800
6420,5049,-2.400,5800
6425,5072,-2.550,5800
6430,5095,-2.550,5800
6435,5118,-2.550,5800
6440,5141,-2.550,5800
6445,5164,-2.550,5800
6450,5187,-2.550,5800
6455,5210,-2.550,5800
6460,5233,-2.550,5800
6465,5256,-2.400,5800
6470,5279,-2.400,5800
6475,5298,-2.400,5800
6480,5316,-2.400,5800
6485,5336,-2.550,5800
6490,5354,-2.550,5800
6495,5372,-2.550,5800
6500,5392,-2.550,5800
6505,5414,-2.400,5800
6510,5437,-2.250,5800
6515,5460,-2.100,5800
6520,5483,-1.950,5800
6525,5506,-1.800,5800
6530,5528,-1.800,5800
6535,5551,-1.650,5800
6540,5574,-1.350,5800
6545,5597,-1.200,5800
6550,5620,-1.050,5800
6555,5641,-0.900,5800
6560,5661,-0.750,5800
6565,5680,-0.600,5800
6570,5695,-0.600,5800
6575,5709,-0.600,5800
